case_id,workload,family,seed,n,policy,chosen_strategy,T_exe_over_T_ref,BacklogArea,DeltaC,DeltaB,pareto_optimal,near_pareto,nontrivial_case
constructed_medium|medium_compressibility|3|24|7|0,constructed_medium,medium_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|0,constructed_medium,medium_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|0,constructed_medium,medium_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|0,constructed_medium,medium_compressibility,3,24,always_capacity_aware,capacity_aware,1.0273972602739727,0.0,0.0,0.0,0,0,0
constructed_medium|medium_compressibility|3|24|7|0,constructed_medium,medium_compressibility,3,24,random,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|0,constructed_medium,medium_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|2,constructed_medium,medium_compressibility,3,24,regime_aware,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|2,constructed_medium,medium_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|2,constructed_medium,medium_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|2,constructed_medium,medium_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|2,constructed_medium,medium_compressibility,3,24,always_capacity_aware,capacity_aware,1.0273972602739727,0.0,0.0,0.0,0,0,0
constructed_medium|medium_compressibility|3|24|7|2,constructed_medium,medium_compressibility,3,24,random,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|2,constructed_medium,medium_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|4,constructed_medium,medium_compressibility,3,24,regime_aware,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|4,constructed_medium,medium_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|4,constructed_medium,medium_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|4,constructed_medium,medium_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|4,constructed_medium,medium_compressibility,3,24,always_capacity_aware,capacity_aware,1.0273972602739727,0.0,0.0,0.0,0,0,0
constructed_medium|medium_compressibility|3|24|7|4,constructed_medium,medium_compressibility,3,24,random,capacity_aware,1.0273972602739727,0.0,0.0,0.0,0,0,0
constructed_medium|medium_compressibility|3|24|7|4,constructed_medium,medium_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|8,constructed_medium,medium_compressibility,3,24,regime_aware,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|8,constructed_medium,medium_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|8,constructed_medium,medium_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|8,constructed_medium,medium_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|8,constructed_medium,medium_compressibility,3,24,always_capacity_aware,capacity_aware,1.0273972602739727,0.0,0.0,0.0,0,0,0
constructed_medium|medium_compressibility|3|24|7|8,constructed_medium,medium_compressibility,3,24,random,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|8,constructed_medium,medium_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|12,constructed_medium,medium_compressibility,3,24,regime_aware,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|12,constructed_medium,medium_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|12,constructed_medium,medium_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|12,constructed_medium,medium_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|12,constructed_medium,medium_compressibility,3,24,always_capacity_aware,capacity_aware,1.0273972602739727,0.0,0.0,0.0,0,0,0
constructed_medium|medium_compressibility|3|24|7|12,constructed_medium,medium_compressibility,3,24,random,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|12,constructed_medium,medium_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|16,constructed_medium,medium_compressibility,3,24,regime_aware,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|16,constructed_medium,medium_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|16,constructed_medium,medium_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|16,constructed_medium,medium_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|16,constructed_medium,medium_compressibility,3,24,always_capacity_aware,capacity_aware,1.0273972602739727,0.0,0.0,0.0,0,0,0
constructed_medium|medium_compressibility|3|24|7|16,constructed_medium,medium_compressibility,3,24,random,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|16,constructed_medium,medium_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|24,constructed_medium,medium_compressibility,3,24,regime_aware,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|24,constructed_medium,medium_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|24,constructed_medium,medium_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|24,constructed_medium,medium_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|24,constructed_medium,medium_compressibility,3,24,always_capacity_aware,capacity_aware,1.0273972602739727,0.0,0.0,0.0,0,0,0
constructed_medium|medium_compressibility|3|24|7|24,constructed_medium,medium_compressibility,3,24,random,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|7|24,constructed_medium,medium_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|0,constructed_medium,medium_compressibility,3,24,regime_aware,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|0,constructed_medium,medium_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|0,constructed_medium,medium_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|0,constructed_medium,medium_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|0,constructed_medium,medium_compressibility,3,24,always_capacity_aware,capacity_aware,1.0273972602739727,0.0,0.0,0.0,0,0,0
constructed_medium|medium_compressibility|3|24|8|0,constructed_medium,medium_compressibility,3,24,random,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|0,constructed_medium,medium_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|2,constructed_medium,medium_compressibility,3,24,regime_aware,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|2,constructed_medium,medium_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|2,constructed_medium,medium_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|2,constructed_medium,medium_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|2,constructed_medium,medium_compressibility,3,24,always_capacity_aware,capacity_aware,1.0273972602739727,0.0,0.0,0.0,0,0,0
constructed_medium|medium_compressibility|3|24|8|2,constructed_medium,medium_compressibility,3,24,random,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|2,constructed_medium,medium_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|4,constructed_medium,medium_compressibility,3,24,regime_aware,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|4,constructed_medium,medium_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|4,constructed_medium,medium_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|4,constructed_medium,medium_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|4,constructed_medium,medium_compressibility,3,24,always_capacity_aware,capacity_aware,1.0273972602739727,0.0,0.0,0.0,0,0,0
constructed_medium|medium_compressibility|3|24|8|4,constructed_medium,medium_compressibility,3,24,random,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|4,constructed_medium,medium_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|8,constructed_medium,medium_compressibility,3,24,regime_aware,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|8,constructed_medium,medium_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|8,constructed_medium,medium_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|8,constructed_medium,medium_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|8,constructed_medium,medium_compressibility,3,24,always_capacity_aware,capacity_aware,1.0273972602739727,0.0,0.0,0.0,0,0,0
constructed_medium|medium_compressibility|3|24|8|8,constructed_medium,medium_compressibility,3,24,random,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|8,constructed_medium,medium_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|12,constructed_medium,medium_compressibility,3,24,regime_aware,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|12,constructed_medium,medium_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|12,constructed_medium,medium_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|12,constructed_medium,medium_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|12,constructed_medium,medium_compressibility,3,24,always_capacity_aware,capacity_aware,1.0273972602739727,0.0,0.0,0.0,0,0,0
constructed_medium|medium_compressibility|3|24|8|12,constructed_medium,medium_compressibility,3,24,random,robust_smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|12,constructed_medium,medium_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|16,constructed_medium,medium_compressibility,3,24,regime_aware,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|16,constructed_medium,medium_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|16,constructed_medium,medium_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|16,constructed_medium,medium_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|16,constructed_medium,medium_compressibility,3,24,always_capacity_aware,capacity_aware,1.0273972602739727,0.0,0.0,0.0,0,0,0
constructed_medium|medium_compressibility|3|24|8|16,constructed_medium,medium_compressibility,3,24,random,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|16,constructed_medium,medium_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|24,constructed_medium,medium_compressibility,3,24,regime_aware,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|24,constructed_medium,medium_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|24,constructed_medium,medium_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|24,constructed_medium,medium_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|24,constructed_medium,medium_compressibility,3,24,always_capacity_aware,capacity_aware,1.0273972602739727,0.0,0.0,0.0,0,0,0
constructed_medium|medium_compressibility|3|24|8|24,constructed_medium,medium_compressibility,3,24,random,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_medium|medium_compressibility|3|24|8|24,constructed_medium,medium_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|0,constructed_low,low_compressibility,3,24,regime_aware,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|0,constructed_low,low_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|0,constructed_low,low_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|0,constructed_low,low_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|0,constructed_low,low_compressibility,3,24,always_capacity_aware,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|0,constructed_low,low_compressibility,3,24,random,robust_smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|0,constructed_low,low_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|2,constructed_low,low_compressibility,3,24,regime_aware,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|2,constructed_low,low_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|2,constructed_low,low_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|2,constructed_low,low_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|2,constructed_low,low_compressibility,3,24,always_capacity_aware,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|2,constructed_low,low_compressibility,3,24,random,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|2,constructed_low,low_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|4,constructed_low,low_compressibility,3,24,regime_aware,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|4,constructed_low,low_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|4,constructed_low,low_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|4,constructed_low,low_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|4,constructed_low,low_compressibility,3,24,always_capacity_aware,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|4,constructed_low,low_compressibility,3,24,random,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|4,constructed_low,low_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|8,constructed_low,low_compressibility,3,24,regime_aware,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|8,constructed_low,low_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|8,constructed_low,low_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|8,constructed_low,low_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|8,constructed_low,low_compressibility,3,24,always_capacity_aware,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|8,constructed_low,low_compressibility,3,24,random,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|8,constructed_low,low_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|12,constructed_low,low_compressibility,3,24,regime_aware,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|12,constructed_low,low_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|12,constructed_low,low_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|12,constructed_low,low_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|12,constructed_low,low_compressibility,3,24,always_capacity_aware,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|12,constructed_low,low_compressibility,3,24,random,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|12,constructed_low,low_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|16,constructed_low,low_compressibility,3,24,regime_aware,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|16,constructed_low,low_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|16,constructed_low,low_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|16,constructed_low,low_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|16,constructed_low,low_compressibility,3,24,always_capacity_aware,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|16,constructed_low,low_compressibility,3,24,random,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|16,constructed_low,low_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|24,constructed_low,low_compressibility,3,24,regime_aware,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|24,constructed_low,low_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|24,constructed_low,low_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|24,constructed_low,low_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|24,constructed_low,low_compressibility,3,24,always_capacity_aware,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|24,constructed_low,low_compressibility,3,24,random,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|1|24,constructed_low,low_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|0,constructed_low,low_compressibility,3,24,regime_aware,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|0,constructed_low,low_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|0,constructed_low,low_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|0,constructed_low,low_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|0,constructed_low,low_compressibility,3,24,always_capacity_aware,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|0,constructed_low,low_compressibility,3,24,random,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|0,constructed_low,low_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|2,constructed_low,low_compressibility,3,24,regime_aware,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|2,constructed_low,low_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|2,constructed_low,low_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|2,constructed_low,low_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|2,constructed_low,low_compressibility,3,24,always_capacity_aware,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|2,constructed_low,low_compressibility,3,24,random,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|2,constructed_low,low_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|4,constructed_low,low_compressibility,3,24,regime_aware,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|4,constructed_low,low_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|4,constructed_low,low_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|4,constructed_low,low_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|4,constructed_low,low_compressibility,3,24,always_capacity_aware,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|4,constructed_low,low_compressibility,3,24,random,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|4,constructed_low,low_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|8,constructed_low,low_compressibility,3,24,regime_aware,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|8,constructed_low,low_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|8,constructed_low,low_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|8,constructed_low,low_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|8,constructed_low,low_compressibility,3,24,always_capacity_aware,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|8,constructed_low,low_compressibility,3,24,random,robust_smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|8,constructed_low,low_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|12,constructed_low,low_compressibility,3,24,regime_aware,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|12,constructed_low,low_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|12,constructed_low,low_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|12,constructed_low,low_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|12,constructed_low,low_compressibility,3,24,always_capacity_aware,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|12,constructed_low,low_compressibility,3,24,random,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|12,constructed_low,low_compressibility,3,24,oracle_resource_aware,DA_v2,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|16,constructed_low,low_compressibility,3,24,regime_aware,none/static,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|16,constructed_low,low_compressibility,3,24,always_smooth,smooth,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|16,constructed_low,low_compressibility,3,24,always_increase_B,increase_B,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|16,constructed_low,low_compressibility,3,24,always_increase_C,increase_C,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|16,constructed_low,low_compressibility,3,24,always_capacity_aware,capacity_aware,1.0,0.0,0.0,0.0,1,1,0
constructed_low|low_compressibility|3|24|2|16,constructed_low,low_compressibility,3,24,random,increase_B,1.0,0.0,0.0,0.0,1,1,0
